ID, Type, Car, Pros, Cons
442432, hatchback, 2019 FIAT 500 Abarth Base Style, Styling+ price+ fun to drive and low ins. cost, Small size+ for single person or couple only
443907, hatchback, 2019 MINI Clubman John Cooper Works ALL4, Very fun to drive, Unreliable+ expensive+ quirky
447729, hatchback, 2019 Ferrari GTC4Lusso Base Style, N/A, N/A
445300, hatchback, 2020 MAZDA MAZDA3 Base Style, Comfy ride+ sleek exterior+ plush inteiror, Finicky infotainment+ needs more low end torgue
444892, hatchback, 2020 Toyota Prius LE, Gas mileage. Comfortable seats. Electric mode., No Android interface. Seat heat buttons
439878, hatchback, 2019 Volkswagen Golf R 4Motion, Great value+ performance+ comfort+ understated, Gas mileage - slightly less than Id expected ~28
443907, hatchback, 2019 MINI Clubman John Cooper Works ALL4, Very fun to drive, Unreliable+ expensive+ quirky
447729, hatchback, 2019 Ferrari GTC4Lusso Base Style, N/A, N/A
444320, luxury, 2020 Volvo XC40 T4 Momentum, Sporty+ fun to drive+ great looks+ interface, Weak AC
445132, luxury, 2020 Buick Encore Essence, Dim headlights, 
438745, luxury, 2019 Porsche 718 Boxster S, looks and driving experience, hard to get in and out of as I age
439459, luxury, 2019 BMW X2 sDrive28i, Blind spot by drivers mirror, 
442411, luxury, 2019 BMW 2 Series M240i, Fun to drive+ top notch BMW quality, Run Flat Tires
442003, luxury, 2019 BMW i3 s w/Range Extender, Fun to drive+ very inexpensive to operate, It's a specific use vehicle+ understand that.
441161, luxury, 2019 BMW X1 xDrive28i, Fun to drive+ zippy engine+ good fuel efficiency, Roar roar+ cheap interior trim+ lack of std feats
436478, luxury, 2019 BMW M2 Base Style, N/A, N/A
441165, luxury, 2019 INFINITI QX30 Luxe, It looks good, Too expensive for what you get
443485, luxury, 2019 Audi TT Base Style, Fast+ great handling and excellent looking., Ride a little firm
446004, luxury, 2020 Audi Q5 45 TFSI Prestige, Riding on air+ comfortable seats+ fun to drive, Wife won’t let me drive it
444534, luxury, 2020 BMW 3 Series M340i, Fun to drive+ iDrive & Apple CarPlay+ Interior, Driving Assist Features+ Exterior Style
443755, luxury, 2020 Acura RDX FWD w/Advance Pkg, Engine is potent+ interior finish is nice, Infotainment is really buggy
445006, luxury, 2020 Mercedes-Benz GLC GLC 300 4MATIC, Nice looking vehicle., My expectation for a Mercedes is greater
445985, luxury, 2020 Lexus IS IS 350, A Lot of Bang for the Buck+ Fun to drive+, Average Acceleration+ Muddled center console
445712, luxury, 2020 INFINITI QX50 LUXE, Drives itself & all around cameras with top view, Deep dark blue paint shows any dirt
445564, luxury, 2020 Acura ILX Premium & A-SPEC Pkgs, comfortable ride - quality - performance, style -technology
444187, luxury, 2020 Lexus NX 300, A lot for the price, Might not be ideal for people who are really tall
445718, luxury, 2020 BMW X3 sDrive30i, Nice ride+ great handling+ nice ergonomics, Cheap windshield glass and wind noise
445296, luxury, 2020 Cadillac XT4 Luxury, Fun to drive+ practical+ luxurious, Premium fuel+
444744, luxury, 2020 Lexus ES ES 350, looks+ driving, comfort+ quirky and overly complicated technology
444332, luxury, 2020 Mercedes-Benz GLE GLE 350, Technology, Bad Mercedes QC and not comfortable seat
445870, luxury, 2020 Mercedes-Benz E‑Class E 450 4MATIC, Great ride, nothing
444862, luxury, 2020 Acura MDX Base Style, Value+ Semi-sporty+ good looking+ comfrotable+ saf, slow transmission
444180, luxury, 2020 Volvo XC90 T6 Inscription, comfort + safety + quaity, 4 cylinder engine struggles some times.
445576, luxury, 2020 Porsche Cayenne E-Hybrid, Fun to drive+ Reputation+ Navigation+ Suspension, Expensive
445714, luxury, 2020 INFINITI Q50 3.0t PURE, Sporty and comfortable, No apple car play
445142, luxury, 2020 Buick Enclave Avenir, N/A, N/A
444990, luxury, 2020 Lexus RX RX 450h, Comfort+ Ride quality+ silent+ Eco mode+ Reliable, Lack acceleration+ handling+costly leather upgrade
445303, luxury, 2020 Lexus GS GS 350, Smooth+ powerful engine; rock-solid build quality, Infotainment interface takes getting used to
446231, luxury, 2020 Toyota Land Cruiser Heritage Edition, Value and reliability, Fill 'er up!
439853, luxury, 2019 Genesis G80 3.8, Price+ power+ comfort., non
441277, luxury, 2019 Acura RLX Sport Hybrid SH-AWD, Powerful 370 HP engine (310+ 60 electric assist), Reduced trunk space due to battery storage.
441173, luxury, 2019 Acura RLX Base Style, Solid+ quiet+ responsive+ tons of fun to drive, No interior LED mood lighting; second rate navi
441537, luxury, 2019 Buick LaCrosse Avenir, Price+ comfort+ equipment, None to speak of.
439862, luxury, 2019 Lincoln Continental Select, Exceptional comfort+ power+ quietness & quality, Need more colors choics for interior.
442154, luxury, 2019 Cadillac XTS Platinum, Better than my 14, GM has killed of this very comfortable ride.
444078, luxury, 2019 BMW 6 Series 650i Gran Coupe xDrive, Great driving experience. Still turns heads, I don't like where the interior door pull is.
439779, luxury, 2019 Mercedes-Benz GLS GLS 550 4MATIC, Twin turbo V8 power+ Smooth effortless ride, Exterior design is a little dull.
439903, luxury, 2019 Mercedes-Benz Mercedes‑AMG GLS GLS 63, Twin turbo V8 power+ Smooth effortless ride, Exterior design is a little dull.
444534, luxury, 2020 BMW 3 Series M340i, Fun to drive+ iDrive & Apple CarPlay+ Interior, Driving Assist Features+ Exterior Style
445337, luxury, 2020 Lexus GS GS F, Smooth+ powerful engine; rock-solid build quality, Infotainment interface takes getting used to
443330, luxury, 2020 Jaguar F‑TYPE P300, Best sounding car out there, Pricey
442170, luxury, 2019 Audi RS 5 Base Style, So much fun, A little too quiet in sport mode
442344, luxury, 2019 Audi S5 Premium Plus, Fast+ beautiful+ and the valets park it out front, handling could be improved
443183, luxury, 2019 Audi S4 Prestige, High qualtity, None. Complete car.
439778, luxury, 2019 Mercedes-Benz Mercedes‑AMG E‑Class E 53 AMG, Great ride, nothing
441730, luxury, 2019 Mercedes-Benz Mercedes‑AMG C‑Class C 63 AMG, A gas to drive+ the car holds the road!, Sport wheels don't last 36+000 miles.
441814, luxury, 2019 Audi SQ5 Premium Plus, N/A, N/A
436528, luxury, 2019 BMW M5 Base Style, Fast as a rocket., A little turbo lag when not ready.
444744, luxury, 2020 Lexus ES ES 350, looks+ driving, comfort+ quirky and overly complicated technology
444332, luxury, 2020 Mercedes-Benz GLE GLE 350, Technology, Bad Mercedes QC and not comfortable seat
444320, luxury, 2020 Volvo XC40 T4 Momentum, Sporty+ fun to drive+ great looks+ interface, Weak AC
446004, luxury, 2020 Audi Q5 45 TFSI Prestige, Riding on air+ comfortable seats+ fun to drive, Wife won’t let me drive it
445870, luxury, 2020 Mercedes-Benz E‑Class E 450 4MATIC, Great ride, nothing
444534, luxury, 2020 BMW 3 Series M340i, Fun to drive+ iDrive & Apple CarPlay+ Interior, Driving Assist Features+ Exterior Style
443755, luxury, 2020 Acura RDX FWD w/Advance Pkg, Engine is potent+ interior finish is nice, Infotainment is really buggy
444862, luxury, 2020 Acura MDX Base Style, Value+ Semi-sporty+ good looking+ comfrotable+ saf, slow transmission
445006, luxury, 2020 Mercedes-Benz GLC GLC 300 4MATIC, Nice looking vehicle., My expectation for a Mercedes is greater
444180, luxury, 2020 Volvo XC90 T6 Inscription, comfort + safety + quaity, 4 cylinder engine struggles some times.
445987, electric, 2020 Hyundai Kona Electric Limited, Value for money. Top safety pick. Blast to drive, Bland but functional interior. Rear leg room.
443850, electric, 2021 Rivian R1S Base Style, N/A, N/A
446989, electric, 2020 Tesla Model X Performance, Free fuel+ quicker than twin turbo porsche., New company growth issues.
444869, electric, 2020 Jaguar I‑PACE EV400 SE, Luxurious+ comfortable+ fast. sports car handling!, Will need more charging locations; a' la Tesla.
447824, electric, 2020 Tesla Model Y Long Range, N/A, N/A
441072, electric, 2019 Audi e‑tron Prestige, Great driving dynamics+ superb fit and finish, Some other ev's have more range+ if you need more
437166, electric, 2019 Chevrolet Bolt EV LT, Cheap to run...really cheap!, Needs better interior finishes.
441280, electric, 2019 Tesla Model 3 Mid Range, Everything, None without having to get into the weeds to find
441718, electric, 2019 Honda Clarity Electric Base Style, Feels like luxury car+ quiet+ comfortable, None yet.
443592, electric, 2019 Honda Clarity Fuel Cell Base Style, Feels like luxury car+ quiet+ comfortable, None yet.
442003, electric, 2019 BMW i3 s w/Range Extender, Fun to drive+ very inexpensive to operate, It's a specific use vehicle+ understand that.
441082, electric, 2019 Chevrolet Volt LT, gets me to work and back with ) ommissions, turning radius is not great- rear seats crapmedFo
438414, electric, 2019 Hyundai Ioniq Electric Limited, Super Deal Great MPG and Full Electric Option, Head rests very uncomfortable too far forward
443270, electric, 2019 Kia Niro EV EX Premium, fun to drive+ very different feel than a automatic, charging away from home
438631, electric, 2019 Nissan LEAF S, decent pick-up+ fair price for what you get, range limitation
441079, electric, 2019 Kia Soul EV + (Plus), Good Performance+ Decent Ride+ NO GAS!, Range takes a hit in winter.
445301, electric, 2020 Porsche Taycan Turbo S, N/A, N/A
446995, electric, 2020 Tesla Model S Performance, Super fast+ low operating cost+ handling practical, Overall quality still not at Audi RS7 levels
446989, electric, 2020 Tesla Model X Performance, Free fuel+ quicker than twin turbo porsche., New company growth issues.
441280, electric, 2019 Tesla Model 3 Mid Range, Everything, None without having to get into the weeds to find
442003, electric, 2019 BMW i3 s w/Range Extender, Fun to drive+ very inexpensive to operate, It's a specific use vehicle+ understand that.
443845, electric, 2021 Rivian R1T Base Style, N/A, N/A
443850, electric, 2021 Rivian R1S Base Style, N/A, N/A
445301, electric, 2020 Porsche Taycan Turbo S, N/A, N/A
446995, electric, 2020 Tesla Model S Performance, Super fast+ low operating cost+ handling practical, Overall quality still not at Audi RS7 levels
446989, electric, 2020 Tesla Model X Performance, Free fuel+ quicker than twin turbo porsche., New company growth issues.
444869, electric, 2020 Jaguar I‑PACE EV400 SE, Luxurious+ comfortable+ fast. sports car handling!, Will need more charging locations; a' la Tesla.
447824, electric, 2020 Tesla Model Y Long Range, N/A, N/A
441072, electric, 2019 Audi e‑tron Prestige, Great driving dynamics+ superb fit and finish, Some other ev's have more range+ if you need more
444449, van-minivan, 2020 Honda Odyssey EX, Good seats+ safety equipment+ cargo space+ quite, Infotainment system takes a while to learn
444986, van-minivan, 2020 Chrysler Pacifica Limited, comfortable+ fun to drive+ good tech+, can get pricey based on trim and options....
445544, van-minivan, 2020 Chrysler Voyager LX, comfortable+ fun to drive+ good tech+, can get pricey based on trim and options....
443475, van-minivan, 2020 Toyota Sienna LE, It's a Toyota. Engine and comfort., A little dated...but it's a Toyota.
444980, van-minivan, 2020 Kia Sedona SX, I got a lot for my money, I can'f find any faults at this point
438289, van-minivan, 2019 Dodge Grand Caravan Passenger SXT, Lots of room, Starter needed replaced
448092, van-minivan, 2020 Chrysler Pacifica Hybrid Limited, 33 miles all elec.+ very quiet+ handling+ features, Shifter+ firm seats+ homelink in visor
447217, van-minivan, 2020 Ford Transit Connect Passenger Wagon Titanium, Bargain and Versatile with European Styling, Could use more horsepower.
447335, van-minivan, 2020 Ford Transit Connect Cargo Van XLT, Bargain and Versatile with European Styling, Could use more horsepower.
447291, van-minivan, 2020 Ram ProMaster City Tradesman SLT Cargo, 30 mpg+ drives like a car+ carries a good load., Can't stand up inside.
446554, van-minivan, 2020 Nissan NV2500 HD Cargo SV, power+ comfort+ cabin space+ heats up quickly, 10' pipe can't go straight in+ 11 mpg
446572, van-minivan, 2020 Nissan NV1500 Cargo SV, power+ comfort+ cabin space+ heats up quickly, 10' pipe can't go straight in+ 11 mpg
446580, van-minivan, 2020 Nissan NV3500 HD Cargo S, power+ comfort+ cabin space+ heats up quickly, 10' pipe can't go straight in+ 11 mpg
446863, van-minivan, 2020 Nissan NV3500 HD Passenger SV, power+ comfort+ cabin space+ heats up quickly, 10' pipe can't go straight in+ 11 mpg
447499, van-minivan, 2020 Mercedes-Benz Sprinter 3500 Crew High Roof w/170" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
447555, van-minivan, 2020 Mercedes-Benz Sprinter 2500 Crew High Roof w/170" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
447659, van-minivan, 2020 Mercedes-Benz Sprinter 4500 Crew High Roof w/170" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
447728, van-minivan, 2020 Mercedes-Benz Sprinter 1500 Passenger Standard Roof w/144" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
447740, van-minivan, 2020 Mercedes-Benz Sprinter 1500 Cargo Standard Roof w/144" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
447905, van-minivan, 2020 Mercedes-Benz Sprinter 2500 Cargo Standard Roof w/144" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
443476, van-minivan, 2020 Toyota Sienna SE Premium, It's a Toyota. Engine and comfort., A little dated...but it's a Toyota.
447562, van-minivan, 2020 Mercedes-Benz Sprinter 2500 Crew High Roof w/170" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
447907, van-minivan, 2020 Mercedes-Benz Sprinter 2500 Cargo High Roof w/170" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
448194, van-minivan, 2020 Mercedes-Benz Sprinter 2500 Passenger Standard Roof w/144" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
447559, van-minivan, 2020 Freightliner Sprinter 2500 Crew Standard Roof w/144" WB, N/A, N/A
447906, van-minivan, 2020 Freightliner Sprinter 2500 Cargo Standard Roof w/144" WB, N/A, N/A
447955, van-minivan, 2020 Ford Transit 250 Cargo Van Extended Length High Roof, N/A, N/A
448202, van-minivan, 2020 Freightliner Sprinter 2500 Passenger Standard Roof w/144" WB, N/A, N/A
436803, van-minivan, 2018 Mercedes-Benz Sprinter 3500 XD Cargo High Roof w/170" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
436806, van-minivan, 2018 Freightliner Sprinter 3500XD Cargo High Roof Extended w/170" WB, N/A, N/A
444449, van-minivan, 2020 Honda Odyssey EX, Good seats+ safety equipment+ cargo space+ quite, Infotainment system takes a while to learn
444986, van-minivan, 2020 Chrysler Pacifica Limited, comfortable+ fun to drive+ good tech+, can get pricey based on trim and options....
445544, van-minivan, 2020 Chrysler Voyager LX, comfortable+ fun to drive+ good tech+, can get pricey based on trim and options....
443476, van-minivan, 2020 Toyota Sienna SE Premium, It's a Toyota. Engine and comfort., A little dated...but it's a Toyota.
444980, van-minivan, 2020 Kia Sedona SX, I got a lot for my money, I can'f find any faults at this point
446863, van-minivan, 2020 Nissan NV3500 HD Passenger SV, power+ comfort+ cabin space+ heats up quickly, 10' pipe can't go straight in+ 11 mpg
447728, van-minivan, 2020 Mercedes-Benz Sprinter 1500 Passenger Standard Roof w/144" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
448188, van-minivan, 2020 Mercedes-Benz Sprinter 2500 Passenger Standard Roof w/144" WB, Very comfortable on long trips pulling a trailer., The cost to maintain only at MB dealers.
447776, van-minivan, 2020 Freightliner Sprinter 1500 Passenger Standard Roof w/144" WB, N/A, N/A
448189, van-minivan, 2020 Freightliner Sprinter 2500 Passenger High Roof w/170" WB, N/A, N/A
444449, van-minivan, 2020 Honda Odyssey EX, Good seats+ safety equipment+ cargo space+ quite, Infotainment system takes a while to learn
444986, van-minivan, 2020 Chrysler Pacifica Limited, comfortable+ fun to drive+ good tech+, can get pricey based on trim and options....
445544, van-minivan, 2020 Chrysler Voyager LX, comfortable+ fun to drive+ good tech+, can get pricey based on trim and options....
444980, van-minivan, 2020 Kia Sedona SX, I got a lot for my money, I can'f find any faults at this point
438289, van-minivan, 2019 Dodge Grand Caravan Passenger SXT, Lots of room, Starter needed replaced
448092, van-minivan, 2020 Chrysler Pacifica Hybrid Limited, 33 miles all elec.+ very quiet+ handling+ features, Shifter+ firm seats+ homelink in visor
446863, van-minivan, 2020 Nissan NV3500 HD Passenger SV, power+ comfort+ cabin space+ heats up quickly, 10' pipe can't go straight in+ 11 mpg
447217, van-minivan, 2020 Ford Transit Connect Passenger Wagon Titanium, Bargain and Versatile with European Styling, Could use more horsepower.
443606, van-minivan, 2019 Mercedes-Benz Metris Passenger Base Style, powerful+ roomy, clunky ride+ noisy engine+ terrible svc and supt.
442995, van-minivan, 2019 Ford Transit Connect Passenger XL, Bargain and Versatile with European Styling, Could use more horsepower.
444320, crossover, 2020 Volvo XC40 T4 Momentum, Sporty+ fun to drive+ great looks+ interface, Weak AC
445557, crossover, 2020 Subaru Crosstrek Base Style, Handling+ Comfort+ Quiet interior+ Mileage, Rear Storage
446225, crossover, 2020 Honda HR‑V EX-L, Fun to Drive, Navigation system.
444083, crossover, 2020 Hyundai Kona SEL Plus, Value for money. Top safety pick. Blast to drive, Bland but functional interior. Rear leg room.
445987, crossover, 2020 Hyundai Kona Electric Limited, Value for money. Top safety pick. Blast to drive, Bland but functional interior. Rear leg room.
446085, crossover, 2020 Toyota C‑HR XLE, This car is perfect for me., No cons for me
445132, crossover, 2020 Buick Encore Essence, Dim headlights, 
446093, crossover, 2020 Ford EcoSport SE, Great price+ decent performance+ an quality fit an, No CD Player+ No Spare Tire+ Marginal Fuel Economy
444529, crossover, 2020 Chevrolet Trax LS, Fun to drive., Radio dial on touchscreen is tricky.
445549, crossover, 2020 Mitsubishi Outlander Sport SE, The warranty+ easy to drive & reliable, needs lighted door panels and lights on the floor
446103, crossover, 2020 Honda CR‑V EX, Comfortable and Economical, Engine problem needs solved
445547, crossover, 2020 Toyota RAV4 XLE Premium, Comparatively good gas mileage, Fuel tank will not fill Misleading fuel gauge
446004, crossover, 2020 Audi Q5 45 TFSI Prestige, Riding on air+ comfortable seats+ fun to drive, Wife won’t let me drive it
446295, crossover, 2020 MAZDA CX‑5 Grand Touring, Price+ Fun to Drive+ Comfort, 
444742, crossover, 2020 Subaru Forester Sport, Luxury feel and comfort. Quality. Cute., Auto stop at every intersection+ but not unique
443755, crossover, 2020 Acura RDX FWD w/Advance Pkg, Engine is potent+ interior finish is nice, Infotainment is really buggy
445006, crossover, 2020 Mercedes-Benz GLC GLC 300 4MATIC, Nice looking vehicle., My expectation for a Mercedes is greater
443000, crossover, 2020 Kia Sportage SX Turbo, Fun to drive+ love its style, Gas milage
445712, crossover, 2020 INFINITI QX50 LUXE, Drives itself & all around cameras with top view, Deep dark blue paint shows any dirt
444187, crossover, 2020 Lexus NX 300, A lot for the price, Might not be ideal for people who are really tall
445568, crossover, 2020 Subaru Crosstrek Hybrid, Handling+ Comfort+ Quiet interior+ Mileage, Rear Storage
444188, crossover, 2020 Volvo XC90 T8 Momentum, comfort + safety + quaity, 4 cylinder engine struggles some times.
445576, crossover, 2020 Porsche Cayenne E-Hybrid, Fun to drive+ Reputation+ Navigation+ Suspension, Expensive
445987, crossover, 2020 Hyundai Kona Electric Limited, Value for money. Top safety pick. Blast to drive, Bland but functional interior. Rear leg room.
444990, crossover, 2020 Lexus RX RX 450h, Comfort+ Ride quality+ silent+ Eco mode+ Reliable, Lack acceleration+ handling+costly leather upgrade
444216, crossover, 2020 Lexus NX 300h Luxury, A lot for the price, Might not be ideal for people who are really tall
444338, crossover, 2020 Ford Escape SE Sport, Amazing MPGs for awd suv+ tech+ comfort+ value, Some hard plastics that should be soft
441656, crossover, 2020 Lincoln Aviator Black Label Grand Touring, There's a long list, Haven't found any yet
443181, crossover, 2020 Ford Explorer Limited HEV, Fun features styling power, Cost on higher end models.
438287, crossover, 2019 Acura MDX Sport Hybrid SH-AWD w/Technology Pkg, Value+ Semi-sporty+ good looking+ comfrotable+ saf, slow transmission
444332, crossover, 2020 Mercedes-Benz GLE GLE 350, Technology, Bad Mercedes QC and not comfortable seat
443771, crossover, 2020 Hyundai Palisade SEL, Great safety features+ beautiful+ comfortable, If any+ Gas mileage
444331, crossover, 2020 Honda Pilot Touring, Great ride+ loads of features on Elite model, Serious reliability issues
444178, crossover, 2020 Hyundai Santa Fe 2.0T Limited, Everything!, None.
444862, crossover, 2020 Acura MDX Base Style, Value+ Semi-sporty+ good looking+ comfrotable+ saf, slow transmission
444075, crossover, 2020 Subaru Outback Touring XT, Top safety and fun to drive, Quirky auto on/off—- non shifting transmission
444180, crossover, 2020 Volvo XC90 T6 Inscription, comfort + safety + quaity, 4 cylinder engine struggles some times.
445576, crossover, 2020 Porsche Cayenne E-Hybrid, Fun to drive+ Reputation+ Navigation+ Suspension, Expensive
444990, crossover, 2020 Lexus RX RX 450h, Comfort+ Ride quality+ silent+ Eco mode+ Reliable, Lack acceleration+ handling+costly leather upgrade
443968, crossover, 2020 Chevrolet Traverse LT, Size+ comfort+ infotainment, Price+ cup holders
439779, crossover, 2019 Mercedes-Benz GLS GLS 550 4MATIC, Twin turbo V8 power+ Smooth effortless ride, Exterior design is a little dull.
439903, crossover, 2019 Mercedes-Benz Mercedes‑AMG GLS GLS 63, Twin turbo V8 power+ Smooth effortless ride, Exterior design is a little dull.
444320, crossover, 2020 Volvo XC40 T4 Momentum, Sporty+ fun to drive+ great looks+ interface, Weak AC
445132, crossover, 2020 Buick Encore Essence, Dim headlights, 
439459, crossover, 2019 BMW X2 sDrive28i, Blind spot by drivers mirror, 
441161, crossover, 2019 BMW X1 xDrive28i, Fun to drive+ zippy engine+ good fuel efficiency, Roar roar+ cheap interior trim+ lack of std feats
440060, crossover, 2019 Mercedes-Benz GLA GLA 250 4MATIC, FUN TO DRIVE, A LITTLE ROUGH ON BUMPS
441494, crossover, 2019 Mercedes-Benz Mercedes‑AMG GLA GLA 45, FUN TO DRIVE, A LITTLE ROUGH ON BUMPS
445731, crossover, 2020 Lexus UX 200, fun+ comfortable+ luxurious, too many buttons+ telescope adj. too little.
445561, crossover, 2020 Audi Q3 Premium Plus, lovely entertainment system, Jerky ride - not smooth like other models
444668, crossover, 2020 Jaguar E‑PACE P300 R-Dynamic HSE, N/A, N/A
446004, crossover, 2020 Audi Q5 45 TFSI Prestige, Riding on air+ comfortable seats+ fun to drive, Wife won’t let me drive it
443755, crossover, 2020 Acura RDX FWD w/Advance Pkg, Engine is potent+ interior finish is nice, Infotainment is really buggy
445006, crossover, 2020 Mercedes-Benz GLC GLC 300 4MATIC, Nice looking vehicle., My expectation for a Mercedes is greater
445712, crossover, 2020 INFINITI QX50 LUXE, Drives itself & all around cameras with top view, Deep dark blue paint shows any dirt
444187, crossover, 2020 Lexus NX 300, A lot for the price, Might not be ideal for people who are really tall
445718, crossover, 2020 BMW X3 sDrive30i, Nice ride+ great handling+ nice ergonomics, Cheap windshield glass and wind noise
445296, crossover, 2020 Cadillac XT4 Luxury, Fun to drive+ practical+ luxurious, Premium fuel+
444860, crossover, 2020 Lincoln Corsair Base Style, nice comfort, having to disable the auto start/stop
445570, crossover, 2020 Porsche Macan Base Style, Fun to drive!, Beware of system failures in traffic.
444543, crossover, 2020 Jaguar F‑PACE 25t, Its a Jaguar., none so far.
444332, crossover, 2020 Mercedes-Benz GLE GLE 350, Technology, Bad Mercedes QC and not comfortable seat
444862, crossover, 2020 Acura MDX Base Style, Value+ Semi-sporty+ good looking+ comfrotable+ saf, slow transmission
444180, crossover, 2020 Volvo XC90 T6 Inscription, comfort + safety + quaity, 4 cylinder engine struggles some times.
445576, crossover, 2020 Porsche Cayenne E-Hybrid, Fun to drive+ Reputation+ Navigation+ Suspension, Expensive
444990, crossover, 2020 Lexus RX RX 450h, Comfort+ Ride quality+ silent+ Eco mode+ Reliable, Lack acceleration+ handling+costly leather upgrade
444076, crossover, 2020 INFINITI QX60 LUXE, Good mileage, Poor interior fit and finish
445134, crossover, 2020 Land Rover Range Rover Velar R-Dynamic S P340, Stylish and handles well., Too techy and expensive for the return.
441535, crossover, 2020 Lincoln Aviator Reserve, There's a long list, Haven't found any yet
441532, crossover, 2019 Audi Q8 Prestige, Fun+ fast+ sleek+ user friendly+ lots of features., $$$ but .... You pay for what you get.
438507, crossover, 2019 BMW X5 xDrive40i, Comfort+ Power+ Fun+ Quality+ Fit and Finish, Paying for Apple Car Play; Door sill
439779, crossover, 2019 Mercedes-Benz GLS GLS 550 4MATIC, Twin turbo V8 power+ Smooth effortless ride, Exterior design is a little dull.
439903, crossover, 2019 Mercedes-Benz Mercedes‑AMG GLS GLS 63, Twin turbo V8 power+ Smooth effortless ride, Exterior design is a little dull.
444332, crossover, 2020 Mercedes-Benz GLE GLE 350, Technology, Bad Mercedes QC and not comfortable seat
443771, crossover, 2020 Hyundai Palisade SEL, Great safety features+ beautiful+ comfortable, If any+ Gas mileage
444331, crossover, 2020 Honda Pilot Touring, Great ride+ loads of features on Elite model, Serious reliability issues
444862, crossover, 2020 Acura MDX Base Style, Value+ Semi-sporty+ good looking+ comfrotable+ saf, slow transmission
444180, crossover, 2020 Volvo XC90 T6 Inscription, comfort + safety + quaity, 4 cylinder engine struggles some times.
444991, crossover, 2020 Lexus RX RX 350L, Comfort+ Ride quality+ silent+ Eco mode+ Reliable, Lack acceleration+ handling+costly leather upgrade
443968, crossover, 2020 Chevrolet Traverse LT, Size+ comfort+ infotainment, Price+ cup holders
446291, crossover, 2020 Volkswagen Tiguan SE R-Line Black, Roomy inside+ ride+ comfort+ technology., needs full power pass seat+ needs ventilated seats
441535, crossover, 2020 Lincoln Aviator Reserve, There's a long list, Haven't found any yet
445558, crossover, 2020 Kia Sorento S, Fun to drive and fun to own., Can't think of any off hand.
446136, crossover, 2020 Honda CR‑V EX, Comfortable and Economical, Engine problem needs solved
445547, crossover, 2020 Toyota RAV4 XLE Premium, Comparatively good gas mileage, Fuel tank will not fill Misleading fuel gauge
444337, crossover, 2020 Mercedes-Benz GLE GLE 450 4MATIC, Technology, Bad Mercedes QC and not comfortable seat
444328, crossover, 2020 Volvo XC40 T5 R-Design, Sporty+ fun to drive+ great looks+ interface, Weak AC
446004, crossover, 2020 Audi Q5 45 TFSI Prestige, Riding on air+ comfortable seats+ fun to drive, Wife won’t let me drive it
443796, crossover, 2020 Hyundai Palisade SEL, Great safety features+ beautiful+ comfortable, If any+ Gas mileage
444352, crossover, 2020 Honda Pilot Black Edition, Great ride+ loads of features on Elite model, Serious reliability issues
444203, crossover, 2020 Hyundai Santa Fe 2.0T Limited, Everything!, None.
445557, crossover, 2020 Subaru Crosstrek Base Style, Handling+ Comfort+ Quiet interior+ Mileage, Rear Storage
446295, crossover, 2020 MAZDA CX‑5 Grand Touring, Price+ Fun to Drive+ Comfort, 
445140, truck, 2020 Toyota Tacoma Double Cab TRD Sport, So far realiabiliby+ fun to drive+ manuverability., could use a little more adjustment to the seats
445172, truck, 2020 Toyota Tacoma Access Cab SR, So far realiabiliby+ fun to drive+ manuverability., could use a little more adjustment to the seats
444537, truck, 2020 Chevrolet Colorado Crew Cab Work Truck, Styling+ Price+ Ride, no heated mirrors on Z71+ Infotainment quirks
435001, truck, 2019 Honda Ridgeline RTL-T, Great Price, Needs a better navigation system
441274, truck, 2019 GMC Canyon Extended Cab SLE All Terrain, Solid Feel+ Quiet and comfortable ride quality., 5 foot bed is nice looking but limiting
441275, truck, 2019 GMC Canyon Crew Cab Denali, Solid Feel+ Quiet and comfortable ride quality., 5 foot bed is nice looking but limiting
441371, truck, 2019 Nissan Frontier Crew Cab SV, rides like a sedan handles like a sports car., none
441445, truck, 2019 Nissan Frontier King Cab SV, Dependability, not a lot of power
443845, truck, 2021 Rivian R1T Base Style, N/A, N/A
443093, truck, 2020 Jeep Gladiator Overland, Good ride +it’s really a truck +and it looks great, Cost of the vehicle and the gas mileage
444981, truck, 2020 Ram 1500 Crew Cab Lone Star, Ram really is just way ahead of GM/Ford, Fuel mileage with the 3:92 axle is around 18 comb
444438, truck, 2020 Ford F150 SuperCrew Cab XLT, Powerful+ no turbos to fail., None. It doesn't get 35 mpg+ but it's a truck.
